,Unnamed: 0.1,Unnamed: 0,Vendor Id,Status,Name,Date,UpdateProfile,Found_2023-08-22 12,Found_2023-08-22 15
604,604,604,276966,ACTIVE,کافه تی لوپ,2023-08-17 9:15:11,,,
605,605,605,19675,ACTIVE,شیرینی پراگ (کامرانیه),2023-08-17 9:30:03,,,
606,606,606,55546,ACTIVE,سوپر میوه شیراک,2023-08-17 9:45:04,,,
607,607,607,40177,ACTIVE,شیرینی پارمیدا,2023-08-17 10:15:04,,,
608,608,608,58600,ACTIVE,باقلوالند (صادقیه),2023-08-17 10:15:05,,,
609,609,609,255698,ACTIVE,کترینگ رژیمی یوجیم (جماران),2023-08-17 10:30:09,,,
610,610,610,311704,ACTIVE,کافه رستوران فیلیچه,2023-08-17 10:30:13,,,
611,611,611,62713,ACTIVE,آبمیوه بستنی برلیان,2023-08-17 11:15:08,,,
612,612,612,225684,ACTIVE,والا غذا,2023-08-17 11:15:13,,,
613,613,613,291867,ACTIVE,آشپزخانه منصف,2023-08-17 11:15:13,,,
614,614,614,300310,ACTIVE,آقای منصف,2023-08-17 11:15:13,,,
615,615,615,247339,ACTIVE,فست فود ویژه تین,2023-08-17 11:15:15,,,
616,616,616,261054,ACTIVE,باماهاس (فرشته),2023-08-17 11:15:17,,,
617,617,617,25387,ACTIVE,باماهاس (تجریش),2023-08-17 11:15:17,,,
618,618,618,265964,ACTIVE,لبنیات سنتی رهام,2023-08-17 11:15:18,,,
619,619,619,291272,ACTIVE,کافه رستوران کول کت,2023-08-17 11:15:22,,,
620,620,620,292619,ACTIVE,رستوران آتا,2023-08-17 11:15:23,,,
621,621,621,295562,ACTIVE,غذاکده بابا گیان,2023-08-17 11:15:24,,,
622,622,622,20396,ACTIVE,نفیس,2023-08-17 11:45:04,,,
623,623,623,41639,ACTIVE,مستر دیزی (سعادت آباد),2023-08-17 11:45:07,,,
624,624,624,47072,ACTIVE,تهیه غذای آسمان,2023-08-17 11:45:07,,,
625,625,625,229007,ACTIVE,کافه رستوران عسل,2023-08-17 11:45:17,,,
626,626,626,229188,ACTIVE,کباب سرای قائم پناه,2023-08-17 11:45:17,,,
627,627,627,238614,ACTIVE,غذای خونگی سلامت,2023-08-17 11:45:18,,,
628,628,628,242563,ACTIVE,رستوران آروند,2023-08-17 11:45:19,,,
629,629,629,296565,ACTIVE,اکبرجوجه برادران کلبادی,2023-08-17 11:45:28,,,
630,630,630,322385,ACTIVE,کباب ساطوری قصر بناب,2023-08-17 11:45:34,,,
631,631,631,293903,ACTIVE,آیس پک (سیوان سنتر),2023-08-17 12:15:51,,,
632,632,632,60910,ACTIVE,کبابخانه صبا,2023-08-17 12:30:19,,,
633,633,633,82489,ACTIVE,کبابی کوهپایه,2023-08-17 12:45:28,,,
634,634,634,68773,ACTIVE,گروه غذایی اکسیر,2023-08-17 13:00:18,,,
635,635,635,27557,ACTIVE,آجیل و خشکبار تواضع اصل (پارک وی),2023-08-17 13:15:05,,,
636,636,636,92069,ACTIVE,تایفود,2023-08-17 13:15:22,,,
637,637,637,297239,ACTIVE,سالاد بار چیز میز,2023-08-17 13:30:46,,,
638,638,638,20297,ACTIVE,تک گلپایگان,2023-08-17 13:45:05,,,
639,639,639,311058,ACTIVE,فست فود نادیا,2023-08-17 13:45:48,,,
640,640,640,19399,ACTIVE,رستوران کوبابا (بام لند),2023-08-17 14:00:05,,,
641,641,641,26659,ACTIVE,مام بیگی,2023-08-17 14:00:06,,,
642,642,642,34174,ACTIVE,طباخی کاج (پاسداران),2023-08-17 14:15:07,,,
643,643,643,238430,ACTIVE,کافه رستوران آرشا,2023-08-17 14:15:26,,,
644,644,644,295095,ACTIVE,فست فود است,2023-08-17 14:15:26,,,
645,645,645,31261,ACTIVE,پیتزا سیب 360 (چیتگر),2023-08-17 14:30:07,,,
646,646,646,17817,ACTIVE,شیرینی پوپک,2023-08-17 14:45:04,,,
647,647,647,22939,ACTIVE,کافه رستوران کوچه,2023-08-17 14:45:05,,,
648,648,648,303580,ACTIVE,کترینگ جفت شیش,2023-08-17 15:15:41,,,
649,649,649,264660,ACTIVE,فست فود ویژه کینگ,2023-08-17 15:30:29,,,
650,650,650,280049,ACTIVE,دونر کباب محمد,2023-08-17 15:30:32,,,
651,651,651,30395,ACTIVE,قنادی سوئیت بلیس (زعفرانیه),2023-08-17 15:45:06,,,
652,652,652,89559,ACTIVE,فست فود 1+5,2023-08-17 17:00:16,,,
653,653,653,85740,ACTIVE,کافه رستوران عمارت قاجاری,2023-08-17 17:15:15,,,
654,654,654,281424,ACTIVE,ترک دنر (شیخ بهایی جنوبی),2023-08-17 17:15:28,,,
655,655,655,309247,ACTIVE,شیرینی اِته (شعبه فرشته),2023-08-17 17:30:34,,,
656,656,656,108311,ACTIVE,رستوران رفتاری (تیدا سنتر),2023-08-17 17:45:16,,,
657,657,657,25501,ACTIVE,نقطه سفید (شهرک غرب),2023-08-17 18:00:04,,,
658,658,658,47506,ACTIVE,کافه رستوران ولوپارکو,2023-08-17 18:30:08,,,
659,659,659,308358,ACTIVE,اغذیه گلبرگ,2023-08-17 18:30:36,,,
660,660,660,237009,ACTIVE,چیکن فامیلی (جم سنتر),2023-08-17 19:00:22,,,
661,661,661,66402,ACTIVE,چیکو فود,2023-08-17 19:15:16,,,
662,662,662,95418,ACTIVE,کترینگ مشکات,2023-08-17 19:45:21,,,
663,663,663,293274,ACTIVE,چلو کبابی آرش,2023-08-17 19:45:39,,,
664,664,664,307650,ACTIVE,ساندویچ نادر (گاندی),2023-08-17 19:45:44,,,
665,665,665,310717,ACTIVE,تهیه غذای پدیده,2023-08-17 19:45:45,,,
666,666,666,310918,ACTIVE,رستوران ناخدا,2023-08-17 19:45:45,,,
667,667,667,32104,ACTIVE,کترینگ ترنج,2023-08-17 21:00:07,,,
668,668,668,281677,ACTIVE,کافه رستوران هست و نیست,2023-08-17 22:30:27,,,
669,669,669,236892,ACTIVE,باماهاس (نازی آباد),2023-08-18 1:15:03,,,
670,670,670,32355,ACTIVE,چلوکبابی برکت گلپایگانی,2023-08-18 7:45:03,,,
671,671,671,291218,ACTIVE,کافه رستوران هما (شرکت سینار کیش),2023-08-18 7:45:06,,,
672,672,672,213266,ACTIVE,شیرینی مارژولن,2023-08-18 8:00:04,,,
673,673,673,231216,ACTIVE,رستوران شونیز,2023-08-18 8:00:04,,,
674,674,674,294019,ACTIVE,رو کافه,2023-08-18 8:00:05,,,
675,675,675,82101,ACTIVE,کافه ملانژ,2023-08-18 8:15:05,,,
676,676,676,262242,ACTIVE,امیرشکلات (شهرک غرب),2023-08-18 8:15:06,,,
677,677,677,303618,ACTIVE,دیزی سرای گلها,2023-08-18 8:15:08,,,
678,678,678,310839,ACTIVE,کافه ریور,2023-08-18 8:15:08,,,
679,679,679,311932,ACTIVE,کافه یک درصدی ها,2023-08-18 8:15:08,,,
680,680,680,315769,ACTIVE,کافه رستوران ملو,2023-08-18 8:15:08,,,
681,681,681,279916,ACTIVE,کافه روزانا,2023-08-18 8:30:06,,,
682,682,682,28102,ACTIVE,آجیل و خشکبار محسن (نیاوران),2023-08-18 8:45:03,,,
683,683,683,81865,ACTIVE,کافه آرتیست,2023-08-18 8:45:05,,,
684,684,684,100683,ACTIVE,کلین فود (حقانی),2023-08-18 8:45:05,,,
685,685,685,30137,ACTIVE,امیرشکلات (سعادت آباد),2023-08-18 9:15:03,,,
686,686,686,30374,ACTIVE,نان و شیرینی تهران (بهارستان),2023-08-18 9:15:03,,,
687,687,687,57413,ACTIVE,کافه رومی,2023-08-18 9:15:04,,,
688,688,688,58964,ACTIVE,رستوران ماتادور,2023-08-18 9:15:04,,,
689,689,689,59845,ACTIVE,شیرینی گلستان (شهرک غرب),2023-08-18 9:15:04,,,
690,690,690,60656,ACTIVE,كافه رستوران خانكوک,2023-08-18 9:15:04,,,
691,691,691,69411,ACTIVE,لبنیات تاجیک خاوه (شریعتی),2023-08-18 9:15:05,,,
692,692,692,81864,ACTIVE,میوه فروشی گلچین(چیذر),2023-08-18 9:15:06,,,
693,693,693,268586,ACTIVE,آجیل و خشکبار امیرحسین (رشید),2023-08-18 9:15:09,,,
694,694,694,272583,ACTIVE,قهوه و شکلات کوبا,2023-08-18 9:15:10,,,
695,695,695,295486,ACTIVE,کافه ویونا (مهراد),2023-08-18 9:15:12,,,
696,696,696,297787,ACTIVE,کافه ویونا (سانا),2023-08-18 9:15:13,,,
697,697,697,89811,ACTIVE,کافه رستوران کاروتا,2023-08-18 9:30:07,,,
698,698,698,307555,ACTIVE,کافه سدروس,2023-08-18 9:30:10,,,
699,699,699,316494,ACTIVE,کافه سبای,2023-08-18 9:30:11,,,
700,700,700,34350,ACTIVE,آبمیوه بستنی هلی (مجیدیه),2023-08-18 9:45:03,,,
701,701,701,240854,ACTIVE,کافه باراد,2023-08-18 9:45:07,,,
702,702,702,319830,ACTIVE,رستوران کباب خانه,2023-08-18 9:45:10,,,
703,703,703,322033,ACTIVE,کافه بلک‌ رز,2023-08-18 10:00:10,,,
704,704,704,28830,ACTIVE,ساندویچ مارکت,2023-08-18 10:15:03,,,
705,705,705,42625,ACTIVE,آبمیوه بستنی رضا (بهروش فلکه دوم تهرانپارس),2023-08-18 10:15:04,,,
706,706,706,89899,ACTIVE,باقلوای استانبولی باکلاواچی (انقلاب),2023-08-18 10:15:08,,,
707,707,707,240668,ACTIVE,میوه سرای نفیس,2023-08-18 10:15:10,,,
708,708,708,321128,ACTIVE,آرایشی و بهداشتی تخفیفات,2023-08-18 10:15:17,,,
709,709,709,251914,ACTIVE,پت شاپ احسان,2023-08-18 10:45:08,,,
710,710,710,270747,ACTIVE,پت شاپ مسیحا,2023-08-18 10:45:09,,,
711,711,711,291975,ACTIVE,کافه رستوران همون همیشگی,2023-08-18 10:45:11,,,
712,712,712,299980,ACTIVE,هایدا (پاسداران),2023-08-18 10:45:12,,,
713,713,713,287297,ACTIVE,آجیل و خشکبار نیک,2023-08-18 11:00:10,,,
714,714,714,12884,ACTIVE,برگر 13,2023-08-18 11:15:03,,,
715,715,715,20805,ACTIVE,آدانا,2023-08-18 11:15:03,,,
716,716,716,248413,ACTIVE,پیتزا سه فر (سعادت آباد),2023-08-18 11:15:15,,,
717,717,717,264235,ACTIVE,کافه رستوران ریور,2023-08-18 11:15:17,,,
718,718,718,268090,ACTIVE,شیرینی شریعتی,2023-08-18 11:15:17,,,
719,719,719,277099,ACTIVE,فست فود امیرخان,2023-08-18 11:15:19,,,
720,720,720,284087,ACTIVE,آبمیوه بستنی شفق,2023-08-18 11:15:20,,,
721,721,721,296236,ACTIVE,فست فود یک دقیقه ای,2023-08-18 11:15:22,,,
722,722,722,296655,ACTIVE,فامیلی پت شاپ,2023-08-18 11:15:23,,,
723,723,723,302508,ACTIVE,فست فود آرتین,2023-08-18 11:15:24,,,
724,724,724,303829,ACTIVE,باقلوا مارکیانا (شعبه ولیعصر),2023-08-18 11:15:24,,,
725,725,725,308250,ACTIVE,ساندویچ نیک 2,2023-08-18 11:15:24,,,
726,726,726,311422,ACTIVE,فست فود بمب مهدی,2023-08-18 11:15:25,,,
727,727,727,14357,ACTIVE,رستوران ایتالیایی بونو (تجریش),2023-08-18 11:30:03,,,
728,728,728,28365,ACTIVE,ساندویچ اژدها,2023-08-18 11:30:04,,,
729,729,729,95221,ACTIVE,سیمین فود,2023-08-18 11:30:10,,,
730,730,730,226615,ACTIVE,خانه سوخاری چندونه ای,2023-08-18 11:30:11,,,
731,731,731,13548,ACTIVE,شیک شک (میرداماد),2023-08-18 11:45:03,,,
732,732,732,19455,ACTIVE,فست فود کوک,2023-08-18 11:45:04,,,
733,733,733,50323,ACTIVE,آبمیوه طبیعی کوک,2023-08-18 11:45:04,,,
734,734,734,62761,ACTIVE,میوه فروشی کوک,2023-08-18 11:45:04,,,
735,735,735,22402,ACTIVE,کسری,2023-08-18 11:45:04,,,
736,736,736,27376,ACTIVE,چیز فود (شریعتی),2023-08-18 11:45:05,,,
737,737,737,28228,ACTIVE,سمبو,2023-08-18 11:45:05,,,
738,738,738,29980,ACTIVE,رستوران کدبانو,2023-08-18 11:45:05,,,
739,739,739,41017,ACTIVE,فست فود تاپ میل,2023-08-18 11:45:06,,,
740,740,740,53951,ACTIVE,کترینگ مسچی,2023-08-18 11:45:09,,,
741,741,741,57694,ACTIVE,فست فود تیک آف,2023-08-18 11:45:09,,,
742,742,742,60564,ACTIVE,اژدر زاپاتا (فردوس),2023-08-18 11:45:10,,,
743,743,743,227160,ACTIVE,تهیه غذای سور,2023-08-18 11:45:16,,,
744,744,744,259407,ACTIVE,رستوران چلو اعيون,2023-08-18 11:45:19,,,
745,745,745,276338,ACTIVE,تهیه غذای مهدی,2023-08-18 11:45:22,,,
746,746,746,276754,ACTIVE,فست فود سمبو هوس,2023-08-18 11:45:22,,,
747,747,747,289550,ACTIVE,رستوران خان بابا,2023-08-18 11:45:24,,,
748,748,748,289711,ACTIVE,کبابی مستر کباب,2023-08-18 11:45:24,,,
749,749,749,295159,ACTIVE,کبابی سوروسات,2023-08-18 11:45:25,,,
750,750,750,303199,ACTIVE,کترینگ مجتبی,2023-08-18 11:45:27,,,
751,751,751,306172,ACTIVE,فست فود مستر میکر,2023-08-18 11:45:27,,,
752,752,752,309123,ACTIVE,کافه رستوران توژی,2023-08-18 11:45:28,,,
753,753,753,311908,ACTIVE,سوخاری فاکس باکس (روباه),2023-08-18 11:45:28,,,
754,754,754,31407,ACTIVE,رستوران ایتالیایی رایدر,2023-08-18 12:00:05,,,
755,755,755,31394,ACTIVE,کافه رایدر,2023-08-18 12:00:05,,,
756,756,756,48132,ACTIVE,پیتزا آلما,2023-08-18 12:00:07,,,
757,757,757,320207,ACTIVE,امیر کافه,2023-08-18 12:00:07,,,
758,758,758,16789,ACTIVE,دکان برگر (نیاوران),2023-08-18 12:15:04,,,
759,759,759,27822,ACTIVE,تهران برگر (نیاوران),2023-08-18 12:15:06,,,
760,760,760,56842,ACTIVE,فست فود پاتوق,2023-08-18 12:15:13,,,
761,761,761,57469,ACTIVE,تهیه غذای نارنج,2023-08-18 12:15:14,,,
762,762,762,60421,ACTIVE,فست فود شینوک,2023-08-18 12:15:15,,,
763,763,763,61577,ACTIVE,رستوران ضیافت,2023-08-18 12:15:16,,,
764,764,764,70090,ACTIVE,کافه رستوران فانوس,2023-08-18 12:15:19,,,
765,765,765,71303,ACTIVE,رستوران نوبری,2023-08-18 12:15:19,,,
766,766,766,93293,ACTIVE,فست فود فرنام ویچ,2023-08-18 12:15:23,,,
767,767,767,96149,ACTIVE,پت شاپ ژیکو,2023-08-18 12:15:23,,,
768,768,768,221197,ACTIVE,فست فود گلاویژ,2023-08-18 12:15:27,,,
769,769,769,239219,ACTIVE,کافه رستوران دلین,2023-08-18 12:15:30,,,
770,770,770,254038,ACTIVE,کافه رستوران رزاموند,2023-08-18 12:15:33,,,
771,771,771,258663,ACTIVE,رستوران صداقت,2023-08-18 12:15:34,,,
772,772,772,277673,ACTIVE,هوم برگر (شعبه سئول),2023-08-18 12:15:40,,,
773,773,773,278207,ACTIVE,فست فود پیزپز,2023-08-18 12:15:40,,,
774,774,774,282187,ACTIVE,رستوران رزمیلو,2023-08-18 12:15:42,,,
775,775,775,291967,ACTIVE,کافه رستوران مانداگارنا,2023-08-18 12:15:46,,,
776,776,776,292589,ACTIVE,فست فود کوک لند (میرداماد),2023-08-18 12:15:46,,,
777,777,777,294615,ACTIVE,فست فود لاوندر (جردن),2023-08-18 12:15:47,,,
778,778,778,304774,ACTIVE,فست فود روبن,2023-08-18 12:15:51,,,
779,779,779,314747,ACTIVE,فست فود ثامن,2023-08-18 12:15:55,,,
780,780,780,316252,ACTIVE,پیتزا هات (سعادت آباد),2023-08-18 12:15:55,,,
781,781,781,322027,ACTIVE,ساندویچ منصور,2023-08-18 12:15:58,,,
782,782,782,63360,ACTIVE,کافه رستوران جان,2023-08-18 12:30:20,,,
783,783,783,282404,ACTIVE,کافه رستوران مونولو,2023-08-18 12:30:42,,,
784,784,784,297661,ACTIVE,رستوران ایرانی مونولو,2023-08-18 12:30:42,,,
785,785,785,313416,ACTIVE,کافه رستوران دفینه,2023-08-18 12:30:53,,,
786,786,786,233606,ACTIVE,فست فود چیکو,2023-08-18 12:45:23,,,
787,787,787,289006,ACTIVE,فست فود قصرالشمس,2023-08-18 12:45:34,,,
788,788,788,47246,ACTIVE,ساندویچ ویژه سهیل,2023-08-18 13:15:09,,,
789,789,789,306245,ACTIVE,فست فود مک نارمک,2023-08-18 13:15:40,,,
790,790,790,282557,ACTIVE,فست فود برگر هیزمی,2023-08-18 13:30:40,,,
791,791,791,291216,ACTIVE,رستوران هتل امیرکبیر,2023-08-18 13:30:42,,,
792,792,792,49552,ACTIVE,شیرینی دانمارکی زعفرانیه,2023-08-18 13:45:12,,,
793,793,793,285773,ACTIVE,اچ بی سوییت (هدیش مال),2023-08-18 14:00:36,,,
794,794,794,316958,ACTIVE,فست فود هایپر سوخاری,2023-08-18 14:00:48,,,
795,795,795,78605,ACTIVE,بره ناقلا,2023-08-18 14:15:18,,,
796,796,796,249626,ACTIVE,فست فود بمب پونک,2023-08-18 14:15:26,,,
797,797,797,275392,ACTIVE,کترینگ نارون,2023-08-18 14:15:31,,,
798,798,798,37359,ACTIVE,طباخی دورهمی (شهران),2023-08-18 14:30:08,,,
799,799,799,267482,ACTIVE,کافه ادت,2023-08-18 14:30:30,,,
800,800,800,283242,ACTIVE,کافه رستوران ایوان,2023-08-18 14:30:34,,,
801,801,801,310258,ACTIVE,کباب ذغالی نورا,2023-08-18 14:30:42,,,
802,802,802,310526,ACTIVE,کوکیدو کنتاکی,2023-08-18 14:30:42,,,
803,803,803,87061,ACTIVE,کافه رستوران ولنجوی,2023-08-18 14:45:21,,,
804,804,804,303543,ACTIVE,قهوه مونیا,2023-08-18 14:45:40,,,
805,805,805,14345,ACTIVE,کلانا (پارک وی),2023-08-18 15:15:03,,,
806,806,806,27138,ACTIVE,کلانا (کارگر),2023-08-18 15:15:04,,,
807,807,807,57784,ACTIVE,امیرشکلات (باکری),2023-08-18 15:15:11,,,
808,808,808,59464,ACTIVE,کلانا (انقلاب),2023-08-18 15:15:12,,,
809,809,809,85202,ACTIVE,ادویه جات حاج محمد جلالی,2023-08-18 15:15:16,,,
810,810,810,268622,ACTIVE,سیب زمینی بلژیکی سیب کده,2023-08-18 15:15:26,,,
811,811,811,24913,ACTIVE,هپی برگر سان,2023-08-18 15:30:05,,,
812,812,812,267029,ACTIVE,رستوران ایتالیایی رومی,2023-08-18 15:30:29,,,
813,813,813,302474,ACTIVE,رستوران مجلل فاخر,2023-08-18 15:30:38,,,
814,814,814,322999,ACTIVE,برگر هایم,2023-08-18 15:30:43,,,
815,815,815,299365,ACTIVE,مطبخ آریایی,2023-08-18 15:45:34,,,
816,816,816,10762,ACTIVE,فست فود امین,2023-08-18 16:00:03,,,
817,817,817,21209,ACTIVE,در ب در پیتزا,2023-08-18 16:00:05,,,
818,818,818,58239,ACTIVE,کلانا (سهروردی),2023-08-18 16:00:12,,,
819,819,819,62921,ACTIVE,کراکف اینو (نیلوفر),2023-08-18 16:00:13,,,
820,820,820,286653,ACTIVE,کافه گریفون (سهروردی),2023-08-18 16:00:30,,,
821,821,821,294041,ACTIVE,کافه ویونا (سهروردی),2023-08-18 16:00:32,,,
822,822,822,299406,ACTIVE,آش و حلیم سید مهدی (نیلوفر),2023-08-18 16:00:34,,,
823,823,823,303348,ACTIVE,اوستا کباب,2023-08-18 16:00:34,,,
824,824,824,93240,ACTIVE,پیتزا ساندویچ پروفسور,2023-08-18 16:45:15,,,
825,825,825,235213,ACTIVE,فست فود ناردینو,2023-08-18 16:45:18,,,
826,826,826,273315,ACTIVE,تهیه غذای امیرکبیر,2023-08-18 17:00:22,,,
827,827,827,276323,ACTIVE,رستوران ایرانی لیو,2023-08-18 17:00:23,,,
828,828,828,296262,ACTIVE,رستوران حمیدخان,2023-08-18 17:15:28,,,
829,829,829,299471,ACTIVE,طباخی حمیدخان,2023-08-18 17:15:28,,,
830,830,830,304948,ACTIVE,فلافل میخکوب,2023-08-18 17:15:30,,,
831,831,831,228535,ACTIVE,کترینگ هات,2023-08-18 17:30:18,,,
832,832,832,309428,ACTIVE,کافه رستوران دست (نیاوران),2023-08-18 17:30:32,,,
833,833,833,294004,ACTIVE,کافه ویونا (مهر),2023-08-18 17:45:26,,,
834,834,834,297361,ACTIVE,بورسا کباب (شعبه گالریا),2023-08-18 17:45:27,,,
835,835,835,100768,ACTIVE,کافه عمارت روبرو,2023-08-18 18:15:15,,,
836,836,836,285941,ACTIVE,گل پیونی (پاسداران),2023-08-18 18:15:27,,,
837,837,837,284120,ACTIVE,ساندویچ محمود (صادقیه),2023-08-18 18:30:28,,,
838,838,838,311282,ACTIVE,فست فود تنورک (سوهانک),2023-08-18 18:30:35,,,
839,839,839,27597,ACTIVE,یونیک,2023-08-18 19:15:05,,,
840,840,840,46611,ACTIVE,شیرینی پیروک,2023-08-18 19:15:09,,,
841,841,841,255436,ACTIVE,کافی شاپ کاکتا,2023-08-18 19:15:25,,,
842,842,842,281960,ACTIVE,رستوران خان دایی,2023-08-18 19:15:31,,,
843,843,843,295576,ACTIVE,کترینگ بهار,2023-08-18 19:15:34,,,
844,844,844,108892,ACTIVE,هایپر پروتئین نبی,2023-08-18 19:30:20,,,
845,845,845,62378,ACTIVE,کباب سرای ذغالی دهقان,2023-08-18 20:00:16,,,
846,846,846,237939,ACTIVE,کترینگ الوند (شعبه کادوس),2023-08-18 20:00:26,,,
847,847,847,316353,ACTIVE,کافه فست فود وانجو,2023-08-18 20:00:48,,,
848,848,848,48795,ACTIVE,تهیه غذای سالم پارسا,2023-08-18 20:15:10,,,
849,849,849,62737,ACTIVE,کترینگ غذای اقتصادی,2023-08-18 20:15:10,,,
850,850,850,57860,ACTIVE,فست فود بمب سعید,2023-08-18 20:15:12,,,
851,851,851,72051,ACTIVE,رستوران مستر کباب,2023-08-18 20:15:16,,,
852,852,852,280024,ACTIVE,رستوران قاراشی همایون,2023-08-18 20:15:32,,,
853,853,853,24367,ACTIVE,پیتزا شومینه,2023-08-18 20:30:04,,,
854,854,854,52731,ACTIVE,شیرینی نیشکر (جردن),2023-08-18 20:30:11,,,
855,855,855,271469,ACTIVE,رستوران ایتالیایی بلامونیکا,2023-08-18 20:30:32,,,
856,856,856,284634,ACTIVE,رستوران طعم زعفران,2023-08-18 21:15:32,,,
857,857,857,14531,ACTIVE,کلانا (چهارراه ولیعصر),2023-08-18 21:30:04,,,
858,858,858,274687,ACTIVE,پلاپک (آجودانیه),2023-08-18 21:30:32,,,
859,859,859,288836,ACTIVE,کافه فیکا,2023-08-18 22:00:32,,,
860,860,860,314550,ACTIVE,پیتزا اکسپرس,2023-08-18 22:00:40,,,
861,861,861,324077,ACTIVE,رستوران آرتمیس,2023-08-18 22:00:43,,,
862,862,862,69726,ACTIVE,کترینگ گیلا,2023-08-18 22:45:11,,,
863,863,863,296944,ACTIVE,سوپر پروتئین معین,2023-08-18 22:45:27,,,
864,864,864,66544,ACTIVE,فست فود سودا (شریعتی),2023-08-18 23:00:10,,,
865,865,865,284780,ACTIVE,ساندویچ آرزو,2023-08-18 23:15:17,,,
866,866,866,242771,ACTIVE,تهیه غذا و فست فود پرهام,2023-08-18 23:30:12,,,
867,867,867,322298,ACTIVE,میوه سرای آووکادو,2023-08-19 7:45:03,,,
868,868,868,57998,ACTIVE,کافه رستوران باکس کلاسیک,2023-08-19 7:45:03,,,
869,869,869,292029,ACTIVE,میدان تره بار نصر,2023-08-19 8:15:08,,,
870,870,870,293918,ACTIVE,فست فود بوم بابا,2023-08-19 8:15:08,,,
871,871,871,323419,ACTIVE,میوه سرای لوکوما,2023-08-19 8:15:10,,,
872,872,872,28318,ACTIVE,شیرینی هانی بال (امیر آباد),2023-08-19 8:45:02,,,
873,873,873,56505,ACTIVE,پروتئین باغ گیلاس,2023-08-19 8:45:04,,,
874,874,874,61319,ACTIVE,کافه رستوران سانتالایز,2023-08-19 8:45:04,,,
875,875,875,294354,ACTIVE,کافه لبخند,2023-08-19 8:45:09,,,
876,876,876,300911,ACTIVE,کافه رستوران پالونیا,2023-08-19 8:45:09,,,
877,877,877,40697,ACTIVE,شیرینی هانی بال (رودکی),2023-08-19 9:15:04,,,
878,878,878,48551,ACTIVE,شیرینی فرمانیه,2023-08-19 9:15:04,,,
879,879,879,49723,ACTIVE,کافه رستوران دلسا,2023-08-19 9:15:04,,,
880,880,880,258499,ACTIVE,کافه پرواز,2023-08-19 9:15:10,,,
881,881,881,276617,ACTIVE,رستوران سنتی دهکده,2023-08-19 9:15:11,,,
882,882,882,285948,ACTIVE,داروخانه دکتر ماندانا,2023-08-19 9:15:13,,,
883,883,883,273223,ACTIVE,ژوژ کافه بیسترو,2023-08-19 9:30:09,,,
884,884,884,45644,ACTIVE,آبمیوه محمد,2023-08-19 10:15:03,,,
885,885,885,52951,ACTIVE,اچ بی سوییت (سعادت آباد),2023-08-19 10:15:04,,,
886,886,886,271177,ACTIVE,آجیل و خشکبار علی,2023-08-19 10:15:12,,,
887,887,887,283377,ACTIVE,کافه میمیک,2023-08-19 10:15:14,,,
888,888,888,287981,ACTIVE,فست فود پارلمان,2023-08-19 10:15:14,,,
889,889,889,297931,ACTIVE,کافه ویونا (فودهال نیایش مال),2023-08-19 10:30:13,,,
890,890,890,308603,ACTIVE,کافه مهم,2023-08-19 10:30:14,,,
891,891,891,255721,ACTIVE,گل فروشی آریا,2023-08-19 10:45:11,,,
892,892,892,14913,ACTIVE,نوده (پالادیوم),2023-08-19 11:15:02,,,
893,893,893,25391,ACTIVE,باماهاس (نیاوران),2023-08-19 11:15:03,,,
894,894,894,26518,ACTIVE,لمنز,2023-08-19 11:15:03,,,
895,895,895,284128,ACTIVE,فست فود اکومنز,2023-08-19 11:15:03,,,
896,896,896,28742,ACTIVE,دونر گاردن (پاسداران),2023-08-19 11:15:03,,,
897,897,897,34128,ACTIVE,آبمیوه و بستنی بهروش,2023-08-19 11:15:04,,,
898,898,898,66583,ACTIVE,باماهاس (پیروزی),2023-08-19 11:15:09,,,
899,899,899,71726,ACTIVE,کترینگ باوان,2023-08-19 11:15:10,,,
900,900,900,234209,ACTIVE,رستوران کته,2023-08-19 11:15:15,,,
901,901,901,242617,ACTIVE,کباب بناب ساطوری آذربایجان,2023-08-19 11:15:16,,,
902,902,902,249543,ACTIVE,رستوران دیادم,2023-08-19 11:15:16,,,
903,903,903,267900,ACTIVE,پت شاپ مرسی پت,2023-08-19 11:15:19,,,
904,904,904,271672,ACTIVE,فست فود تستی وی,2023-08-19 11:15:19,,,
905,905,905,273598,ACTIVE,رستوران ایتالیایی نوت,2023-08-19 11:15:20,,,
906,906,906,273761,ACTIVE,رستوران رسپینا,2023-08-19 11:15:20,,,
907,907,907,277707,ACTIVE,تهیه غذای چلو چلی,2023-08-19 11:15:21,,,
908,908,908,280154,ACTIVE,مستر پت شاپ,2023-08-19 11:15:21,,,
909,909,909,283946,ACTIVE,کترینگ بزرگ مجلسی,2023-08-19 11:15:22,,,
910,910,910,313645,ACTIVE,فست فود یاسبرگ,2023-08-19 11:15:28,,,
911,911,911,322117,ACTIVE,فست فود لئوویچ,2023-08-19 11:15:31,,,
912,912,912,15144,ACTIVE,رستوران کلبه شاندیز (داریوش),2023-08-19 11:30:04,,,
913,913,913,294752,ACTIVE,اچ اس(HS) کافه,2023-08-19 11:30:22,,,
914,914,914,13808,ACTIVE,کترینگ مروارید,2023-08-19 11:45:03,,,
915,915,915,25534,ACTIVE,دوپینگ,2023-08-19 11:45:05,,,
916,916,916,49591,ACTIVE,کافه رستوران لومیر,2023-08-19 11:45:08,,,
