,Unnamed: 0.1,Unnamed: 0,Vendor Id,Status,Name,Date,UpdateProfile,Found_2023-08-22 12,Found_2023-08-22 15
295,295,295,299767,ACTIVE,پیتزا فرفری,2023-08-12 15:35:17,,,
296,296,296,15048,ACTIVE,فست فود هیوا (تجریش),2023-08-12 16:15:09,,,
297,297,297,91084,ACTIVE,سالاد بار هیوا,2023-08-12 16:15:09,,,
298,298,298,27900,ACTIVE,توچال کباب,2023-08-12 16:15:11,,,
299,299,299,43260,ACTIVE,شیرینی لندو,2023-08-12 16:15:19,,,
300,300,300,323636,ACTIVE,لقمه امیر انفجار (شریعتی),2023-08-12 16:16:09,,,
301,301,301,100654,ACTIVE,کافه نان و قهوه بادیز,2023-08-12 16:30:36,,,
302,302,302,78756,ACTIVE,کافه لایت,2023-08-12 17:30:46,,,
303,303,303,253759,ACTIVE,کافه پاپیون,2023-08-12 17:31:06,,,
304,304,304,260325,ACTIVE,فست فود پلاکارت,2023-08-12 17:31:08,,,
305,305,305,110221,ACTIVE,آش و حلیم الیزه,2023-08-12 18:00:05,,,
306,306,306,252102,ACTIVE,کافه رستوران مهران,2023-08-12 18:00:23,,,
307,307,307,45225,ACTIVE,پیتزا همبرگر بهروز (اصلی),2023-08-12 18:30:08,,,
308,308,308,92231,ACTIVE,فست فود پاتوق شبانه کارون,2023-08-12 18:30:17,,,
309,309,309,293698,ACTIVE,رستوران گلستان,2023-08-12 19:15:37,,,
310,310,310,272078,ACTIVE,فست فود ایگل,2023-08-12 19:30:38,,,
311,311,311,293546,ACTIVE,فست فود سالیز,2023-08-12 22:30:30,,,
312,312,312,63436,ACTIVE,رستوران بلو لایف تهران,2023-08-12 22:45:10,,,
313,313,313,34923,ACTIVE,سرزمین جگر,2023-08-12 23:15:05,,,
314,314,314,66960,ACTIVE,شیرینی کندو,2023-08-13 8:15:04,,,
315,315,315,313590,ACTIVE,کافه وو,2023-08-13 9:15:14,,,
316,316,316,31155,ACTIVE,آجیل و خشکبار تواضع اصل (VIP ملل),2023-08-13 10:15:03,,,
317,317,317,217122,ACTIVE,آبمیوه بستنی میثم,2023-08-13 11:15:12,,,
318,318,318,57533,ACTIVE,نامبر 10 (فودکورت ارگ),2023-08-13 11:45:04,,,
319,319,319,98057,ACTIVE,نامبر 10 (شهرک غرب),2023-08-13 11:45:04,,,
320,320,320,44387,ACTIVE,تهیه غذای ایرانیان (دنیز سابق),2023-08-13 11:45:07,,,
321,321,321,61289,ACTIVE,پیتزا سیب 360 (دیباجی),2023-08-13 11:45:11,,,
322,322,322,317422,ACTIVE,فست فود پیتزا پیتزا,2023-08-13 11:45:31,,,
323,323,323,253540,ACTIVE,رستوران 110,2023-08-13 12:00:26,,,
324,324,324,26594,ACTIVE,یکتاویچ,2023-08-13 12:15:34,,,
325,325,325,314696,ACTIVE,خانه کباب گندم,2023-08-13 12:27:03,,,
326,326,326,50835,ACTIVE,نان نابروتا,2023-08-14 10:00:04,,,
327,327,327,16561,ACTIVE,لئون (مدرن الهیه),2023-08-14 10:15:03,,,
328,328,328,294559,ACTIVE,آبمیوه بستنی سان استار,2023-08-14 10:30:12,,,
329,329,329,26919,ACTIVE,کولاک,2023-08-14 10:45:03,,,
330,330,330,32284,ACTIVE,گروه غذایی میهمان,2023-08-14 11:15:05,,,
331,331,331,260108,ACTIVE,آبمیوه و بستنی یزدی,2023-08-14 11:15:15,,,
332,332,332,294997,ACTIVE,لبنیات سنتی لیقوانی,2023-08-14 11:15:21,,,
333,333,333,20102,ACTIVE,ایران برگر گلدن,2023-08-14 11:30:03,,,
334,334,334,286706,ACTIVE,فست فود مامان جون (شعبه شهران),2023-08-14 11:30:17,,,
335,335,335,79051,ACTIVE,آبمیوه بستنی لوتوس,2023-08-14 11:45:12,,,
336,336,336,225242,ACTIVE,گلدچیکن (سوخاری طلایی مطهری),2023-08-14 12:00:16,,,
337,337,337,29555,ACTIVE,آتیش,2023-08-14 12:15:06,,,
338,338,338,34660,ACTIVE,رستوران سفره خانه سنتی زعفران,2023-08-14 12:15:07,,,
339,339,339,98534,ACTIVE,سفره خانه سنتی گلاب,2023-08-14 12:15:20,,,
340,340,340,263450,ACTIVE,فست فود آنا,2023-08-14 12:15:32,,,
341,341,341,265341,ACTIVE,جگر سرای چاشنی,2023-08-14 12:15:32,,,
342,342,342,278104,ACTIVE,نان و شیرینی جم 2 (یوسف آباد),2023-08-14 12:15:35,,,
343,343,343,313458,ACTIVE,کافه رستوران لندو,2023-08-14 12:15:48,,,
344,344,344,59595,ACTIVE,نان و شیرینی جم 3 (ظفر),2023-08-14 12:30:15,,,
345,345,345,66677,ACTIVE,مجموعه غذایی آماتا,2023-08-14 12:30:17,,,
346,346,346,301777,ACTIVE,پیتزا وی آی پی,2023-08-14 12:30:48,,,
347,347,347,315851,ACTIVE,آبمیوه بستنی لیمو بار (تهرانپارس),2023-08-14 12:30:52,,,
348,348,348,14994,ACTIVE,طباخی کلپچ,2023-08-14 12:45:04,,,
349,349,349,28317,ACTIVE,سبزی من,2023-08-14 13:15:10,,,
350,350,350,36352,ACTIVE,رستوران کدبانو,2023-08-14 13:15:13,,,
351,351,351,74827,ACTIVE,سوشی اكسپرس ساكورا,2023-08-14 13:15:14,,,
352,352,352,45319,ACTIVE,حلوا لند,2023-08-14 13:15:15,,,
353,353,353,258009,ACTIVE,سه فر (ساعی),2023-08-14 13:15:40,,,
354,354,354,281219,ACTIVE,پیتزا توماتو,2023-08-14 13:15:47,,,
355,355,355,293215,ACTIVE,آیس لند پلاس (شعبه 3),2023-08-14 13:15:52,,,
356,356,356,295593,ACTIVE,آشپزخانه پیتزا لافت,2023-08-14 13:15:53,,,
357,357,357,296534,ACTIVE,ایکیگای سوشی بار,2023-08-14 13:15:53,,,
358,358,358,318861,ACTIVE,کافه رستوران پستو,2023-08-14 13:16:03,,,
359,359,359,8634,ACTIVE,رستوران غنچه,2023-08-14 13:30:03,,,
360,360,360,10522,ACTIVE,رستوران آسیایی واسابی (آ اس پ),2023-08-14 13:30:04,,,
361,361,361,31614,ACTIVE,ماه و مهر,2023-08-14 13:30:10,,,
362,362,362,33663,ACTIVE,رستوران ضیافت,2023-08-14 13:30:11,,,
363,363,363,35210,ACTIVE,گیلان خوراک ماسوله,2023-08-14 13:30:12,,,
364,364,364,44435,ACTIVE,رستوران مهدی,2023-08-14 13:30:14,,,
365,365,365,45822,ACTIVE,فست فود اوشمزه,2023-08-14 13:30:14,,,
366,366,366,51045,ACTIVE,فست فود سورن,2023-08-14 13:30:17,,,
367,367,367,58055,ACTIVE,فست فود پوکری ایران,2023-08-14 13:30:19,,,
368,368,368,67686,ACTIVE,سوسیس و کالباس یاشار,2023-08-14 13:30:25,,,
369,369,369,73754,ACTIVE,بربری نان سارا,2023-08-14 13:30:29,,,
370,370,370,77710,ACTIVE,طریقت,2023-08-14 13:30:30,,,
371,371,371,98897,ACTIVE,اسنک لند,2023-08-14 13:30:34,,,
372,372,372,279727,ACTIVE,ساندویچ دهکده پروتئین (سعادت آباد),2023-08-14 13:30:38,,,
373,373,373,224324,ACTIVE,کافه رستوران بارانا,2023-08-14 13:30:38,,,
374,374,374,264849,ACTIVE,تهیه غذای هوم شف,2023-08-14 13:30:49,,,
375,375,375,284478,ACTIVE,گریل بار هوم شف,2023-08-14 13:30:49,,,
376,376,376,276570,ACTIVE,کباب ناب گلپایگانی,2023-08-14 13:30:52,,,
377,377,377,277282,ACTIVE,روسو بیسترو (لوتوس مال),2023-08-14 13:30:53,,,
378,378,378,294930,ACTIVE,گل باختر (اشرفی اصفهانی),2023-08-14 13:30:59,,,
379,379,379,308827,ACTIVE,کترینگ شمرون,2023-08-14 13:31:05,,,
380,380,380,310507,ACTIVE,رستوران ایتالیایی روما,2023-08-14 13:31:06,,,
381,381,381,316928,ACTIVE,رستوران گیاهی مادو,2023-08-14 13:31:08,,,
382,382,382,29760,ACTIVE,شیرینی نون خامه ای (میرداماد),2023-08-14 13:45:07,,,
383,383,383,35517,ACTIVE,رستوران آناهیتا,2023-08-14 13:45:08,,,
384,384,384,73061,ACTIVE,چاکوچ (چیتگر),2023-08-14 13:45:20,,,
385,385,385,279010,ACTIVE,فست فود چاکوچ,2023-08-14 13:45:20,,,
386,386,386,239126,ACTIVE,فست فود آزادگان,2023-08-14 13:45:30,,,
387,387,387,248270,ACTIVE,كبابسرای احتشاميه,2023-08-14 13:45:32,,,
388,388,388,282471,ACTIVE,ته دیگ زعفرانی,2023-08-14 13:45:41,,,
389,389,389,215242,ACTIVE,فست فود توکان,2023-08-14 14:30:23,,,
390,390,390,247480,ACTIVE,رستوران دلکام,2023-08-14 14:30:28,,,
391,391,391,257651,ACTIVE,کافه رستوران کاوان,2023-08-14 14:30:30,,,
392,392,392,53705,ACTIVE,تهیه غذای سفیر,2023-08-14 15:30:10,,,
393,393,393,15558,ACTIVE,تهیه غذای طهران,2023-08-14 15:30:10,,,
394,394,394,50876,ACTIVE,قنادی نهال,2023-08-14 17:15:08,,,
395,395,395,63589,ACTIVE,فست فود پیانو (پیروزی),2023-08-14 17:30:12,,,
396,396,396,309597,ACTIVE,پیتزا آربیز,2023-08-14 18:30:35,,,
397,397,397,43761,ACTIVE,کبابسرای الغدیر,2023-08-14 19:15:08,,,
398,398,398,248975,ACTIVE,رستوران رویال,2023-08-14 19:30:27,,,
399,399,399,280169,ACTIVE,قهوه عالین,2023-08-14 19:45:34,,,
400,400,400,320461,ACTIVE,رستوران الماس پردیس,2023-08-14 20:15:50,,,
401,401,401,13959,ACTIVE,آشپزخانه قائم,2023-08-14 22:45:04,,,
402,402,402,49204,ACTIVE,رستوران مسعود,2023-08-14 23:30:06,,,
403,403,403,14363,ACTIVE,کلانا (ولیعصر جنوبی),2023-08-15 7:45:02,,,
404,404,404,308351,ACTIVE,آشکده یارما,2023-08-15 7:45:07,,,
405,405,405,296452,ACTIVE,فست فود اهورا,2023-08-15 8:15:08,,,
406,406,406,293251,ACTIVE,املت سرای اهورا,2023-08-15 8:15:08,,,
407,407,407,299809,ACTIVE,کافه نان گردو,2023-08-15 8:15:08,,,
408,408,408,61628,ACTIVE,رستوران آله,2023-08-15 9:15:05,,,
409,409,409,61631,ACTIVE,کافه آله,2023-08-15 9:15:05,,,
410,410,410,308592,ACTIVE,قهوه پاچیرا,2023-08-15 9:15:19,,,
411,411,411,276315,ACTIVE,دایت اسپراوت (رژیمی),2023-08-15 9:30:08,,,
412,412,412,25478,ACTIVE,شیرینی فروشی اکلر (فرشته),2023-08-15 9:45:02,,,
413,413,413,278871,ACTIVE,میوه مارکت شمرون,2023-08-15 10:15:13,,,
414,414,414,279705,ACTIVE,ساندویچ دهکده پروتئین (شریعتی),2023-08-15 10:15:13,,,
415,415,415,252555,ACTIVE,دهکده پروتئین (شریعتی),2023-08-15 10:15:13,,,
416,416,416,321736,ACTIVE,آربا کافه,2023-08-15 10:15:18,,,
417,417,417,281872,ACTIVE,طباخی کاج فرجام,2023-08-15 11:00:11,,,
418,418,418,274438,ACTIVE,فست فود هیلدا,2023-08-15 11:15:18,,,
419,419,419,280868,ACTIVE,کافه رستوران نامبر 6,2023-08-15 11:15:19,,,
420,420,420,302540,ACTIVE,رستوران رضا,2023-08-15 11:15:24,,,
421,421,421,305583,ACTIVE,رستوران حس خوب,2023-08-15 11:15:24,,,
422,422,422,86084,ACTIVE,رستوران و فست فود جاز,2023-08-15 11:45:13,,,
423,423,423,216946,ACTIVE,غذای ایرانی نیکان,2023-08-15 11:45:16,,,
424,424,424,225955,ACTIVE,رستوران و فست فود هابیش,2023-08-15 11:45:16,,,
425,425,425,297810,ACTIVE,فست فود تابش,2023-08-15 11:45:16,,,
426,426,426,229514,ACTIVE,پیتزا ناپولیتن پوسار,2023-08-15 11:45:16,,,
427,427,427,242450,ACTIVE,فست فود بَربَر,2023-08-15 11:45:18,,,
428,428,428,247698,ACTIVE,کباب ساطوری بناب,2023-08-15 11:45:18,,,
429,429,429,299445,ACTIVE,سوخاری مزه دار راسپر (یوسف آباد),2023-08-15 11:45:27,,,
430,430,430,259270,ACTIVE,کباب ساطوری بناب ستارخان,2023-08-15 12:00:19,,,
431,431,431,25350,ACTIVE,کیوسک برگر (تجریش),2023-08-15 12:15:05,,,
432,432,432,44966,ACTIVE,رستوران منان,2023-08-15 12:15:10,,,
433,433,433,51622,ACTIVE,قنادی بن بن چمن,2023-08-15 12:15:12,,,
434,434,434,52548,ACTIVE,فست فود آکاژو,2023-08-15 12:15:13,,,
435,435,435,102474,ACTIVE,پیتزا کاپو,2023-08-15 12:15:26,,,
436,436,436,296914,ACTIVE,رستوران ایتالیایی کارنه لانژ,2023-08-15 12:30:55,,,
437,437,437,47517,ACTIVE,کبابی سعید گلپایگانی,2023-08-15 12:45:10,,,
438,438,438,291451,ACTIVE,باغ رستوران دورهمی,2023-08-15 12:45:38,,,
439,439,439,298154,ACTIVE,سوخاری ویراژ,2023-08-15 12:45:41,,,
440,440,440,246297,ACTIVE,کافه شید,2023-08-15 13:15:32,,,
441,441,441,10413,ACTIVE,پیتزا شمس,2023-08-15 13:30:03,,,
442,442,442,11557,ACTIVE,پیتزا علاالدین (اختیاریه),2023-08-15 13:30:03,,,
443,443,443,16003,ACTIVE,پیتزا علاالدین (فودکورت جام جم),2023-08-15 13:30:04,,,
444,444,444,16289,ACTIVE,پیتزا علاالدین (قیطریه),2023-08-15 13:30:04,,,
445,445,445,256916,ACTIVE,آبمیوه بستنی شلر,2023-08-15 13:30:39,,,
446,446,446,284748,ACTIVE,لاولی فود,2023-08-15 13:30:48,,,
447,447,447,289219,ACTIVE,مرغ سوخاری وینگرز,2023-08-15 13:45:43,,,
448,448,448,294164,ACTIVE,کافه ویونا (اکباتان),2023-08-15 14:15:38,,,
449,449,449,320256,ACTIVE,رستوران آسمان (شعبه اکباتان),2023-08-15 14:45:46,,,
450,450,450,230974,ACTIVE,رستوران گیاهی مهر ميترا (لواسان),2023-08-15 16:15:21,,,
451,451,451,304235,ACTIVE,‌کافه قنادی مدلن,2023-08-15 18:00:32,,,
452,452,452,246787,ACTIVE,رز برگر (تهرانپارس),2023-08-15 18:15:22,,,
453,453,453,216365,ACTIVE,فست فود حس خوب دهه شصت,2023-08-15 19:15:24,,,
454,454,454,285674,ACTIVE,stad burger (استاد برگر),2023-08-15 19:15:37,,,
455,455,455,306942,ACTIVE,کباب سرای ممتاز جاسب,2023-08-15 19:15:44,,,
456,456,456,248195,ACTIVE,شیرینی لادن,2023-08-15 19:30:29,,,
457,457,457,316884,ACTIVE,کافه فارست,2023-08-15 20:30:55,,,
458,458,458,41195,ACTIVE,قنادی لوندر (دیباجی شمالی),2023-08-15 20:45:09,,,
459,459,459,71938,ACTIVE,رستوران فرمانیه,2023-08-15 20:45:18,,,
460,460,460,37236,ACTIVE,کافه رستوران نسن,2023-08-15 21:45:08,,,
461,461,461,65537,ACTIVE,کبابی امید,2023-08-15 22:00:14,,,
462,462,462,77932,ACTIVE,ممل برگر,2023-08-15 22:00:16,,,
463,463,463,215341,ACTIVE,مجموعه غذایی آماتا (شعبه ظفر),2023-08-15 22:15:18,,,
464,464,464,59960,ACTIVE,طباخی و کله پاچه ساعی (شعبه آزادی),2023-08-15 23:00:09,,,
465,465,465,214993,ACTIVE,شیرینی یزدی,2023-08-16 8:15:06,,,
466,466,466,253914,ACTIVE,نان و شیرینی روز (زعفرانیه),2023-08-16 8:30:06,,,
467,467,467,38439,ACTIVE,قهوه آدنیس (شعبه 1 خراسان),2023-08-16 8:45:03,,,
468,468,468,50887,ACTIVE,رستوران بلک برز,2023-08-16 9:00:04,,,
469,469,469,246662,ACTIVE,کافه قنادی بلک برز,2023-08-16 9:00:04,,,
470,470,470,103455,ACTIVE,قنادی سوییت پالاس,2023-08-16 9:15:08,,,
471,471,471,59230,ACTIVE,کافه رستوران بیتر سوییت,2023-08-16 9:45:05,,,
472,472,472,307506,ACTIVE,پروتئین لوکس پیروزی (اصفهانیان),2023-08-16 9:45:12,,,
473,473,473,53004,ACTIVE,قهوه اسپیانو (هروی),2023-08-16 10:15:05,,,
474,474,474,60200,ACTIVE,قنادی کیفیت,2023-08-16 10:15:06,,,
475,475,475,264365,ACTIVE,هایپر پروتئین سن داد,2023-08-16 10:15:13,,,
476,476,476,294851,ACTIVE,گل هستی,2023-08-16 10:15:16,,,
477,477,477,301791,ACTIVE,پت شاپ مدرن,2023-08-16 10:15:17,,,
478,478,478,65092,ACTIVE,پیتزا بولکی,2023-08-16 11:15:09,,,
479,479,479,102169,ACTIVE,پت شاپ ژو,2023-08-16 11:15:13,,,
480,480,480,306090,ACTIVE,رستوران سنتی هزار و یک شب,2023-08-16 11:15:28,,,
481,481,481,306654,ACTIVE,کافه دل,2023-08-16 11:15:28,,,
482,482,482,308354,ACTIVE,ته چین نادیا,2023-08-16 11:15:28,,,
483,483,483,315722,ACTIVE,بریانکده مرغ سبز (شعبه تهرانپارس),2023-08-16 11:15:31,,,
484,484,484,27443,ACTIVE,ویژه یک اژدر زاپاتا (بلوار دریا),2023-08-16 11:45:04,,,
485,485,485,28675,ACTIVE,بریان کده دادلی,2023-08-16 11:45:04,,,
486,486,486,57046,ACTIVE,غذای ادیب,2023-08-16 11:45:09,,,
487,487,487,280704,ACTIVE,رستوران ارغوان,2023-08-16 11:45:09,,,
488,488,488,81177,ACTIVE,شیرینی بی بی (شهرک غرب),2023-08-16 11:45:13,,,
489,489,489,105781,ACTIVE,رستوران ریحون,2023-08-16 11:45:16,,,
490,490,490,262464,ACTIVE,رستوران لوکس زرین,2023-08-16 11:45:21,,,
491,491,491,305068,ACTIVE,رستوران لوکس چاوشی,2023-08-16 11:45:30,,,
492,492,492,34127,ACTIVE,فست فود اژدر لند,2023-08-16 12:15:08,,,
493,493,493,239752,ACTIVE,فست فود پاپینوس,2023-08-16 12:15:34,,,
494,494,494,243023,ACTIVE,کباب ذغالی عجم,2023-08-16 12:15:34,,,
495,495,495,283471,ACTIVE,سوخاری کیلویی مس مس,2023-08-16 12:15:48,,,
496,496,496,303356,ACTIVE,رستوران چاپ چاپ (شعبه زعفرانیه),2023-08-16 12:15:58,,,
497,497,497,14700,ACTIVE,پدرخوب (آزادی),2023-08-16 12:45:04,,,
498,498,498,27839,ACTIVE,شیرینی دیلمون (شهر آرا),2023-08-16 13:15:05,,,
499,499,499,279044,ACTIVE,کافه رستوران لاون,2023-08-16 13:15:40,,,
500,500,500,274132,ACTIVE,رستوران اقدسیه غرب,2023-08-16 14:00:37,,,
501,501,501,25529,ACTIVE,فست فود بوفه کانتینر,2023-08-16 14:15:05,,,
502,502,502,318255,ACTIVE,رستوران ایتالیایی شادی,2023-08-16 14:15:49,,,
503,503,503,41638,ACTIVE,فست فود پیتزا شب,2023-08-16 15:15:09,,,
504,504,504,33540,ACTIVE,پیتزا پاراج (یکی بخر 2 تا ببر ),2023-08-16 15:30:08,,,
505,505,505,321380,ACTIVE,کترینگ شاه مزه,2023-08-16 16:00:44,,,
506,506,506,11713,ACTIVE,رستوران استقبال,2023-08-16 16:15:02,,,
507,507,507,15597,ACTIVE,کافه رستوران آلموند,2023-08-16 16:30:03,,,
508,508,508,244816,ACTIVE,رستوران کباب باشی,2023-08-16 16:30:22,,,
509,509,509,295954,ACTIVE,رستوران فودینو پرشین,2023-08-16 16:30:33,,,
510,510,510,45030,ACTIVE,ته چین بار (فودکورت رویال),2023-08-16 16:45:07,,,
511,511,511,248201,ACTIVE,رستوران آویشو,2023-08-16 16:45:22,,,
512,512,512,304820,ACTIVE,پیتزا 4 ستاره,2023-08-16 17:15:35,,,
513,513,513,320848,ACTIVE,کافه رستوران جوجه تیغی,2023-08-16 17:30:38,,,
514,514,514,279106,ACTIVE,رستوران برانچو,2023-08-16 17:45:27,,,
515,515,515,30135,ACTIVE,کافه نان سحر (نمایندگی هروی),2023-08-16 18:30:05,,,
516,516,516,28801,ACTIVE,سوخاری مهدی,2023-08-16 18:45:05,,,
517,517,517,69550,ACTIVE,مرغ بریان فرشته,2023-08-16 19:15:16,,,
518,518,518,307975,ACTIVE,تهیه غذای بهشت,2023-08-16 19:30:44,,,
519,519,519,309346,ACTIVE,مجموعه غذایی دی 68,2023-08-16 19:30:45,,,
520,520,520,15300,ACTIVE,پیتزا کاخک,2023-08-16 20:15:04,,,
521,521,521,61223,ACTIVE,آجیل و خشکبار عرشیا,2023-08-16 20:15:15,,,
522,522,522,240954,ACTIVE,رستوران سینی مسی,2023-08-16 20:15:27,,,
523,523,523,28868,ACTIVE,شیرینی سهروردی,2023-08-16 20:30:07,,,
524,524,524,29003,ACTIVE,سوشی آنت,2023-08-16 20:30:07,,,
525,525,525,29758,ACTIVE,کاپیتان لانژ,2023-08-16 20:30:07,,,
526,526,526,32121,ACTIVE,قنادی پاگشا,2023-08-16 20:30:08,,,
527,527,527,35602,ACTIVE,رستوران لیدو,2023-08-16 20:30:09,,,
528,528,528,35962,ACTIVE,حاج چلویی,2023-08-16 20:30:09,,,
529,529,529,50816,ACTIVE,فست فود پادنا,2023-08-16 20:30:15,,,
530,530,530,56203,ACTIVE,پروتئین امیر (ملاصدرا),2023-08-16 20:30:17,,,
531,531,531,58800,ACTIVE,شیرینی مانلی (تهرانپارس),2023-08-16 20:30:18,,,
532,532,532,59934,ACTIVE,دورهمی (رستوران),2023-08-16 20:30:19,,,
533,533,533,59940,ACTIVE,دورهمی (فست فود),2023-08-16 20:30:19,,,
534,534,534,71317,ACTIVE,52 هرتز,2023-08-16 20:30:25,,,
535,535,535,80864,ACTIVE,مطبخ همایونی,2023-08-16 20:30:27,,,
536,536,536,84000,ACTIVE,فست فود رسپینا (شهر زیبا),2023-08-16 20:30:27,,,
537,537,537,220899,ACTIVE,پروتئین رسپینا (شهر زیبا),2023-08-16 20:30:27,,,
538,538,538,102154,ACTIVE,آبمیوه و بستنی عمو نعمت,2023-08-16 20:30:30,,,
539,539,539,216729,ACTIVE,شیرینی سولدوش (سعادت آباد),2023-08-16 20:30:32,,,
540,540,540,216904,ACTIVE,آجیل و خشکبار سولدوش (سعادت آباد),2023-08-16 20:30:32,,,
541,541,541,239609,ACTIVE,تهیه غذا خاتم,2023-08-16 20:30:35,,,
542,542,542,254814,ACTIVE,کافه وسکافه,2023-08-16 20:30:39,,,
543,543,543,275445,ACTIVE,وسکافه,2023-08-16 20:30:39,,,
544,544,544,263387,ACTIVE,آشپزخانه خاندان,2023-08-16 20:30:41,,,
545,545,545,292438,ACTIVE,آبمیوه بستنی شکربانو,2023-08-16 20:30:43,,,
546,546,546,272570,ACTIVE,کترینگ حاج عبداللهی,2023-08-16 20:30:44,,,
547,547,547,279813,ACTIVE,رستوران هانی (ایران مال),2023-08-16 20:30:46,,,
548,548,548,290264,ACTIVE,منقل برگر,2023-08-16 20:30:49,,,
549,549,549,317123,ACTIVE,کترینگ صفویه,2023-08-16 20:30:51,,,
550,550,550,320082,ACTIVE,کترینگ دوزلی,2023-08-16 20:30:51,,,
551,551,551,293618,ACTIVE,فست فود آبادان (حصارک),2023-08-16 20:30:51,,,
552,552,552,316787,ACTIVE,پیتزا پارک پلاس,2023-08-16 20:31:03,,,
553,553,553,9182,ACTIVE,ژینر,2023-08-16 20:45:02,,,
554,554,554,9422,ACTIVE,رستوران ایرانی اصل جوان,2023-08-16 20:45:03,,,
555,555,555,11000,ACTIVE,فست فود بشکه (ستارخان),2023-08-16 20:45:03,,,
556,556,556,28255,ACTIVE,بریانکده قلهک,2023-08-16 20:45:06,,,
557,557,557,39858,ACTIVE,اژدر زاپاتا (اصل) تهرانسر,2023-08-16 20:45:09,,,
558,558,558,43430,ACTIVE,کافه رستوران یاس فود,2023-08-16 20:45:10,,,
559,559,559,43944,ACTIVE,پیتزا شید,2023-08-16 20:45:10,,,
560,560,560,52506,ACTIVE,فست فود مکسان (شهرک غرب),2023-08-16 20:45:13,,,
561,561,561,279569,ACTIVE,كافه رستوران مكسان (شهرک غرب),2023-08-16 20:45:13,,,
562,562,562,52938,ACTIVE,شیرینی و خشکبار ویکتوریا,2023-08-16 20:45:13,,,
563,563,563,57360,ACTIVE,فست فود شاوور (سعادت آباد),2023-08-16 20:45:15,,,
564,564,564,66231,ACTIVE,کبابی شاندیز,2023-08-16 20:45:18,,,
565,565,565,72462,ACTIVE,کترینگ قائم,2023-08-16 20:45:20,,,
566,566,566,72762,ACTIVE,فست فود دلژین,2023-08-16 20:45:20,,,
567,567,567,79793,ACTIVE,کته پلاس,2023-08-16 20:45:22,,,
568,568,568,84258,ACTIVE,آشپزخانه نایب (نیاوران),2023-08-16 20:45:22,,,
569,569,569,103073,ACTIVE,دهکده پروتئین (تهرانپارس),2023-08-16 20:45:25,,,
570,570,570,279723,ACTIVE,ساندویچ دهکده پروتئین (تهرانپارس),2023-08-16 20:45:25,,,
571,571,571,106449,ACTIVE,اچ بی سوییت (پاسداران),2023-08-16 20:45:25,,,
572,572,572,213136,ACTIVE,کافه آگومان,2023-08-16 20:45:26,,,
573,573,573,229722,ACTIVE,کباب‌سرای حاج ایرج و برادران,2023-08-16 20:45:28,,,
574,574,574,234778,ACTIVE,فست فود گاردن,2023-08-16 20:45:29,,,
575,575,575,237533,ACTIVE,فست فود تی تی,2023-08-16 20:45:29,,,
576,576,576,60461,ACTIVE,فست فود بیسا,2023-08-16 20:45:30,,,
577,577,577,249866,ACTIVE,رستوران کوهان,2023-08-16 20:45:30,,,
578,578,578,241224,ACTIVE,فست فود آر اند بی,2023-08-16 20:45:30,,,
579,579,579,266247,ACTIVE,پت شاپ زعفرانیه,2023-08-16 20:45:36,,,
580,580,580,268451,ACTIVE,کافه رئیس (شیخ بهایی),2023-08-16 20:45:36,,,
581,581,581,275751,ACTIVE,تهیه غذای هانی,2023-08-16 20:45:38,,,
582,582,582,276077,ACTIVE,رستوران تکخال,2023-08-16 20:45:39,,,
583,583,583,277618,ACTIVE,رستوران سادات,2023-08-16 20:45:39,,,
584,584,584,280645,ACTIVE,فست فود خط سیاه بلک لاین,2023-08-16 20:45:40,,,
585,585,585,285409,ACTIVE,پیتزا پلنت (نبرد),2023-08-16 20:45:42,,,
586,586,586,318568,ACTIVE,گازینو (نبرد),2023-08-16 20:45:42,,,
587,587,587,296959,ACTIVE,ویتامینه بابامهدی,2023-08-16 20:45:46,,,
588,588,588,312613,ACTIVE,آبمیوه و بستنی نارسیس,2023-08-16 20:45:52,,,
589,589,589,49703,ACTIVE,کترینگ سفره شرقی,2023-08-16 21:15:09,,,
590,590,590,15753,ACTIVE,فست فود قلب طلایی,2023-08-16 21:30:04,,,
591,591,591,97462,ACTIVE,پانچیک فود,2023-08-16 21:30:20,,,
592,592,592,8756,ACTIVE,رستوران نایب (سهروردی),2023-08-16 22:00:03,,,
593,593,593,311329,ACTIVE,فست فود کمپ مزه (فودکورت آجودانیه),2023-08-16 22:15:36,,,
594,594,594,29632,ACTIVE,کبابچی پاسداران,2023-08-16 22:30:05,,,
595,595,595,35211,ACTIVE,فست فود بی اف سی BFC (شعبه 2),2023-08-16 22:45:06,,,
596,596,596,59899,ACTIVE,کندیک (تهرانپارس),2023-08-16 22:45:10,,,
597,597,597,235980,ACTIVE,فست فود چاکوچ (شعبه برج تهران),2023-08-17 0:45:04,,,
598,598,598,41192,ACTIVE,قنادی لوندر (زعفرانیه),2023-08-17 7:45:03,,,
599,599,599,277028,ACTIVE,کافه سربن,2023-08-17 7:45:06,,,
600,600,600,28467,ACTIVE,کافه قنادی ناتلی شعبه مرکزی (سهروردی شمالی),2023-08-17 8:15:03,,,
601,601,601,268419,ACTIVE,گلفروشی خانه گل,2023-08-17 8:45:07,,,
602,602,602,77022,ACTIVE,کافه دانژه,2023-08-17 9:15:06,,,
603,603,603,242045,ACTIVE,گل بازار,2023-08-17 9:15:09,,,
